"id","first_name","last_name","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","points_vor","rank","floor_vor","floor_rank","ceiling_vor","ceiling_rank"
"6589","Josh","McCown","NYJ","QB",39,16,"QB","robust",27.49,39,15.909,10.037202,8.377,80.935,10,-222.429666666667,602,-231.412666666667,598,-182.121466666667,599
"6589","Josh","McCown","NYJ","QB",39,16,"QB","weighted",37.3640570603974,39,25.6351160453083,45.9863221310486,7.7,78.41486875,10,-213.03024181022,605,-227.34,466,-184.034920510385,600
"7391","Eli","Manning","NYG","QB",37,14,"QB","average",214.028666666667,26,23.4673333333334,8.27582414828477,212.857,226.4434,6,-36.2724444444444,221,-26.9326666666667,195,-36.6130666666667,223
"7391","Eli","Manning","NYG","QB",37,14,"QB","robust",214.2055,26,21.47325,2.47594199999998,212.857,226.4434,6,-35.7141666666667,218,-26.9326666666667,195,-36.6130666666667,223
"7391","Eli","Manning","NYG","QB",37,14,"QB","weighted",213.962028500135,26,24.5928985058473,8.14823925264228,212.69,225.596623404255,6,-36.4322703704817,220,-22.35,181,-36.8531658561297,224
"7393","Larry","Fitzgerald","ARI","WR",35,14,"WR","average",123.95,27,2.97166666666668,14.3144449187991,110.46,136.11,7,9.60444444444445,75,6.55333333333334,80,13.5693333333333,66
"7393","Larry","Fitzgerald","ARI","WR",35,14,"WR","robust",124.125,26,1.465,17.64294,110.46,136.11,7,9.32833333333333,73,6.55333333333334,80,13.5693333333333,66
"7393","Larry","Fitzgerald","ARI","WR",35,14,"WR","weighted",123.882220485224,27,2.57248499127397,13.9339378960253,108.8,135.359468085106,7,9.54048929482634,75,6.90000000000001,80,13.0432095482847,67
"7394","Philip","Rivers","LAC","QB",37,14,"QB","average",244.085333333333,18,5.98866666666663,23.6795429009937,222.588,263.4084,4,-6.21577777777779,115,-17.2016666666667,171,0.351933333333307,97
"7394","Philip","Rivers","LAC","QB",37,14,"QB","robust",246.378,17,2.62449999999998,16.1247576,222.588,263.4084,4,-3.54166666666669,109,-17.2016666666667,171,0.351933333333307,97
"7394","Philip","Rivers","LAC","QB",37,14,"QB","weighted",244.395474370923,19,12.3668929140486,23.2100577566659,219.14,262.722451671733,4,-5.99882449969436,117,-15.9,165,0.27266241134754,97
"7401","Ben","Roethlisberger","PIT","QB",36,14,"QB","average",255.742,11,4.47833333333332,10.3914477015156,245.277,262.1304,3,5.44088888888888,82,5.48733333333334,82,-0.926066666666657,102
